#Voltage	Current
-5.002093e+00	1.189023e-08	-5.001318e+00	2.496447e-08	-5.003450e+00	3.290480e-08	-5.004312e+00	1.238784e-08	-5.001723e+00	1.185366e-08	
-9.997155e+00	1.387075e-08	-9.995570e+00	1.409824e-08	-9.993712e+00	8.463960e-10	-9.991205e+00	1.213058e-08	-9.995806e+00	-2.067567e-09	
-1.500565e+01	3.704174e-09	-1.500356e+01	-1.073505e-09	-1.500485e+01	9.836453e-11	-1.500290e+01	-1.099147e-08	-1.500344e+01	1.519948e-08	
-1.999503e+01	-3.058602e-08	-1.999427e+01	-7.729457e-11	-1.999479e+01	-2.363812e-08	-1.999822e+01	-8.540828e-10	-1.999689e+01	-1.325812e-08	
-2.498597e+01	-2.758255e-09	-2.498687e+01	-5.786374e-09	-2.498443e+01	-2.369092e-08	-2.498580e+01	-2.070068e-08	-2.498453e+01	-1.508303e-08	
-2.998001e+01	-2.423906e-08	-2.998020e+01	-1.460115e-08	-2.997858e+01	-2.429862e-08	-2.997992e+01	-1.498411e-08	-2.997932e+01	-2.864433e-08	
-3.496682e+01	-3.098974e-08	-3.496616e+01	-2.490443e-08	-3.496858e+01	-3.097614e-08	-3.496862e+01	-3.574603e-08	-3.496745e+01	-1.499983e-08	
-3.997630e+01	-2.650001e-08	-3.997888e+01	-2.306422e-08	-3.997725e+01	-3.720286e-08	-3.997807e+01	-2.703108e-08	-3.997566e+01	-3.062471e-08	
-4.496692e+01	-2.709237e-08	-4.496781e+01	-4.104524e-08	-4.497037e+01	-4.069554e-08	-4.496854e+01	-5.052676e-08	-4.496631e+01	-3.935453e-08	
-4.995942e+01	-5.107096e-08	-4.996104e+01	-4.016757e-08	-4.995847e+01	-3.230843e-08	-4.996012e+01	-5.297158e-08	-4.996217e+01	-4.063651e-08	
-5.495319e+01	-3.901962e-08	-5.495276e+01	-4.532896e-08	-5.495260e+01	-4.213776e-08	-5.495110e+01	-3.564924e-08	-5.495144e+01	-5.272484e-08	
-5.994282e+01	-4.138103e-08	-5.994276e+01	-4.243282e-08	-5.994338e+01	-6.848855e-08	-5.993999e+01	-5.136579e-08	-5.994113e+01	-3.471857e-08	
-6.495113e+01	1.236076e-08	-6.495202e+01	-6.538198e-08	-6.494891e+01	-6.743043e-08	-6.495369e+01	-6.241854e-08	-6.495056e+01	-4.962141e-08	
-6.994205e+01	-6.672940e-08	-6.994419e+01	-6.971001e-08	-6.994154e+01	-5.663102e-08	-6.994099e+01	-5.808571e-08	-6.994150e+01	-7.176502e-08	
-7.492186e+01	-6.329385e-08	-7.494193e+01	-6.494441e-08	-7.494275e+01	-7.473969e-08	-7.494277e+01	-5.094027e-08	-7.493934e+01	-7.129402e-08	
-7.994104e+01	-8.539630e-08	-7.994224e+01	-1.492164e-09	-7.994391e+01	-6.273381e-08	-7.994552e+01	-8.587853e-08	-7.994115e+01	-5.261666e-08	
-8.496600e+01	-6.033211e-08	-8.496558e+01	-1.639030e-08	-8.496387e+01	-6.243966e-08	-8.496515e+01	-4.906734e-08	-8.496348e+01	-6.078027e-08	
-8.996828e+01	-8.151318e-08	-8.996518e+01	-7.259547e-08	-8.996779e+01	-9.428859e-08	-8.996717e+01	-7.788129e-08	-8.996805e+01	-7.902327e-08	
-9.496825e+01	-7.564426e-08	-9.496720e+01	-8.180199e-08	-9.497095e+01	-5.831469e-08	-9.496845e+01	-5.564315e-08	-9.497162e+01	-6.971871e-08	
-9.997105e+01	-1.019106e-07	-9.995558e+01	-4.493785e-08	-9.997289e+01	-9.232594e-08	-9.997372e+01	-8.170250e-08	-9.997140e+01	-4.374862e-08	
