#Voltage	Current
-4.977873e+00	4.073338e-08	-4.979323e+00	5.687436e-08	-4.977372e+00	5.822648e-08	-4.975512e+00	4.554640e-08	-4.976510e+00	3.638538e-08	
-9.972456e+00	5.546398e-08	-9.971771e+00	4.631375e-08	-9.971902e+00	3.667383e-08	-9.973068e+00	6.309205e-08	-9.972130e+00	6.650464e-08	
-1.498145e+01	4.581891e-08	-1.496722e+01	1.896212e-08	-1.498004e+01	2.938612e-08	-1.498079e+01	4.540705e-08	-1.498096e+01	3.266788e-08	
-1.997365e+01	3.085790e-08	-1.997203e+01	7.924267e-08	-1.997488e+01	2.962457e-08	-1.997270e+01	2.938510e-08	-1.997096e+01	2.541717e-08	
-2.496495e+01	6.184408e-08	-2.496351e+01	8.050261e-09	-2.496350e+01	4.066823e-08	-2.496427e+01	3.547643e-08	-2.495064e+01	2.446609e-08	
-2.995584e+01	6.595808e-09	-2.995659e+01	2.652255e-08	-2.995542e+01	1.613903e-08	-2.995541e+01	1.937400e-08	-2.995474e+01	5.316248e-08	
-3.494521e+01	1.993772e-08	-3.494363e+01	1.386272e-08	-3.494436e+01	7.835543e-09	-3.494515e+01	6.675280e-08	-3.494486e+01	2.698887e-08	
-3.995588e+01	3.000995e-08	-3.995711e+01	3.718080e-08	-3.995545e+01	6.500368e-08	-3.995599e+01	3.626471e-08	-3.995653e+01	2.537502e-08	
-4.494764e+01	1.518234e-08	-4.494821e+01	4.699237e-08	-4.494822e+01	8.406880e-09	-4.494727e+01	2.438239e-08	-4.494831e+01	1.774846e-08	
-4.994066e+01	6.932181e-08	-4.993944e+01	6.863100e-09	-4.994011e+01	5.204549e-09	-4.993991e+01	1.242596e-08	-4.993881e+01	1.412494e-08	
-5.493319e+01	-9.825379e-09	-5.493444e+01	1.118205e-08	-5.493371e+01	7.325653e-09	-5.493000e+01	-1.206103e-08	-5.493221e+01	-3.440567e-10	
-5.992464e+01	2.481366e-08	-5.992471e+01	5.616637e-09	-5.992492e+01	2.253155e-09	-5.991046e+01	-1.368429e-08	-5.992515e+01	7.309429e-09	
-6.493379e+01	6.708106e-09	-6.493495e+01	-1.004272e-08	-6.493577e+01	-1.308659e-08	-6.493643e+01	-5.308692e-09	-6.493299e+01	3.774066e-08	
-6.992836e+01	-2.395881e-08	-6.992609e+01	3.958747e-09	-6.992672e+01	5.733059e-09	-6.992638e+01	-1.191741e-08	-6.992690e+01	2.941744e-09	
-7.492451e+01	-3.418145e-09	-7.492542e+01	-1.180513e-09	-7.492688e+01	8.825120e-09	-7.492632e+01	-7.305425e-10	-7.492628e+01	4.658694e-08	
-7.992635e+01	-2.034816e-09	-7.992738e+01	3.741840e-09	-7.992896e+01	-3.928996e-09	-7.992793e+01	-2.818133e-08	-7.992899e+01	3.781965e-08	
-8.494862e+01	4.269548e-08	-8.494788e+01	4.771468e-10	-8.494765e+01	2.331542e-08	-8.494851e+01	-5.891991e-09	-8.494980e+01	4.102092e-08	
-8.995011e+01	1.527602e-09	-8.995177e+01	1.102411e-10	-8.995174e+01	-2.426671e-09	-8.995114e+01	-4.420063e-09	-8.994965e+01	5.838826e-08	
-9.495293e+01	3.327425e-08	-9.495373e+01	-8.978799e-09	-9.495280e+01	3.619618e-10	-9.495365e+01	-3.169934e-08	-9.495308e+01	7.885464e-08	
-9.995459e+01	-6.448579e-09	-9.995471e+01	-1.453910e-09	-9.995480e+01	-1.285693e-08	-9.995481e+01	2.946159e-08	-9.995583e+01	4.081693e-08	
