#Voltage	Current
-4.981461e+00	-1.408050e-07	-4.981460e+00	-1.367942e-07	-4.979194e+00	-1.384946e-07	-4.986321e+00	-1.462231e-07	-4.981234e+00	-1.400855e-07	
-9.972360e+00	-1.492675e-07	-9.976385e+00	-1.441063e-07	-9.981574e+00	-1.482974e-07	-9.973949e+00	-1.347170e-07	-9.974135e+00	-1.545991e-07	
-1.498320e+01	-1.582375e-07	-1.496782e+01	-1.592313e-07	-1.498339e+01	-1.562210e-07	-1.498389e+01	-1.664009e-07	-1.498311e+01	-1.606180e-07	
-1.997481e+01	-1.587308e-07	-1.997596e+01	-1.563582e-07	-1.997660e+01	-1.548036e-07	-1.997699e+01	-1.578769e-07	-1.996185e+01	-1.708430e-07	
-2.496964e+01	-1.595531e-07	-2.496778e+01	-1.772396e-07	-2.497039e+01	-1.655621e-07	-2.497080e+01	-1.603570e-07	-2.497041e+01	-1.594274e-07	
-2.996211e+01	-1.668900e-07	-2.996107e+01	-1.780229e-07	-2.996091e+01	-1.693481e-07	-2.996254e+01	-1.709005e-07	-2.996193e+01	-1.561121e-07	
-3.495041e+01	-1.788616e-07	-3.494894e+01	-1.752488e-07	-3.494812e+01	-1.695474e-07	-3.494931e+01	-1.776843e-07	-3.494876e+01	-1.689325e-07	
-3.995909e+01	-1.415388e-07	-3.995851e+01	-1.502738e-07	-3.996025e+01	-1.701864e-07	-3.996075e+01	-1.537515e-07	-3.996035e+01	-1.571822e-07	
-4.495105e+01	-1.260050e-07	-4.495021e+01	-1.562423e-07	-4.495231e+01	-1.660771e-07	-4.495020e+01	-1.605636e-07	-4.495363e+01	-1.702128e-07	
-4.994201e+01	-1.392146e-07	-4.994243e+01	-1.596364e-07	-4.994275e+01	-1.761210e-07	-4.994205e+01	-1.771853e-07	-4.994266e+01	-1.678824e-07	
-5.493626e+01	-1.848589e-07	-5.493579e+01	-1.664236e-07	-5.493658e+01	-1.590314e-07	-5.493587e+01	-1.702880e-07	-5.493587e+01	-1.616765e-07	
-5.992715e+01	-1.859517e-07	-5.992625e+01	-1.936824e-07	-5.991281e+01	-1.714497e-07	-5.992807e+01	-1.878178e-07	-5.992894e+01	-1.652893e-07	
-6.493870e+01	-2.807775e-07	-6.493864e+01	-2.746904e-07	-6.492488e+01	-2.867906e-07	-6.494006e+01	-2.657951e-07	-6.493834e+01	-2.757372e-07	
-6.994181e+01	-6.815745e-07	-6.993584e+01	-6.531429e-07	-6.991875e+01	-6.866151e-07	-6.992001e+01	-8.635527e-07	-6.991939e+01	-8.518008e-07	
