#Voltage	Current
-4.982600e+00	-1.574650e-07	-4.981916e+00	-1.377789e-07	-4.979829e+00	-1.399757e-07	-4.980963e+00	-1.392423e-07	-4.982054e+00	-1.376840e-07	-4.981824e+00	-1.501109e-07	-4.982101e+00	-1.365617e-07	-4.981779e+00	-1.371184e-07	-4.982418e+00	-1.283974e-07	-4.982644e+00	-1.362136e-07	
-9.973777e+00	-1.478578e-07	-9.958655e+00	-1.462846e-07	-9.973514e+00	-1.532014e-07	-9.972917e+00	-1.513131e-07	-9.973962e+00	-1.490743e-07	-9.973324e+00	-1.499731e-07	-9.972910e+00	-1.055794e-07	-9.974253e+00	-1.592636e-07	-9.974177e+00	-1.523194e-07	-9.972919e+00	-1.434352e-07	
-1.498412e+01	-1.514344e-07	-1.498207e+01	-1.529145e-07	-1.498321e+01	-1.535263e-07	-1.498177e+01	-1.462869e-07	-1.496828e+01	-1.393514e-07	-1.498339e+01	-1.567521e-07	-1.498193e+01	-1.522729e-07	-1.498325e+01	-1.535378e-07	-1.498334e+01	-1.511836e-07	-1.498234e+01	-1.700266e-07	
-1.997588e+01	-1.574381e-07	-1.997494e+01	-1.574239e-07	-1.997390e+01	-1.639050e-07	-1.997462e+01	-1.507634e-07	-1.997569e+01	-1.508241e-07	-1.997657e+01	-1.608531e-07	-1.997406e+01	-1.505202e-07	-1.997646e+01	-1.690831e-07	-1.997657e+01	-1.395912e-07	-1.997753e+01	-1.547324e-07	
-2.496596e+01	-1.592635e-07	-2.496655e+01	-1.614878e-07	-2.496702e+01	-1.357489e-07	-2.496583e+01	-1.772208e-07	-2.496558e+01	-1.673265e-07	-2.496654e+01	-1.582512e-07	-2.496202e+01	-1.659977e-07	-2.496528e+01	-1.758906e-07	-2.496302e+01	-1.700783e-07	-2.496639e+01	-1.528096e-07	
-2.995858e+01	-1.715603e-07	-2.995915e+01	-1.707217e-07	-2.995683e+01	-1.761270e-07	-2.995864e+01	-1.734763e-07	-2.994472e+01	-1.802442e-07	-2.995722e+01	-1.675989e-07	-2.995830e+01	-1.535521e-07	-2.995845e+01	-1.738433e-07	-2.995720e+01	-1.773431e-07	-2.995905e+01	-1.706537e-07	
-3.494665e+01	-1.835660e-07	-3.494716e+01	-1.679025e-07	-3.494735e+01	-1.562480e-07	-3.494780e+01	-1.623350e-07	-3.494824e+01	-1.626981e-07	-3.494823e+01	-1.644597e-07	-3.494477e+01	-1.509316e-07	-3.494817e+01	-1.631883e-07	-3.494632e+01	-8.673008e-08	-3.494853e+01	-1.529051e-07	
-3.995865e+01	-1.620957e-07	-3.995965e+01	-1.637172e-07	-3.995898e+01	-1.024966e-07	-3.995871e+01	-1.485664e-07	-3.995881e+01	-1.704115e-07	-3.996007e+01	-1.503670e-07	-3.995694e+01	-1.578764e-07	-3.995936e+01	-1.527573e-07	-3.995937e+01	-1.558369e-07	-3.995919e+01	-1.538906e-07	
-4.495153e+01	-1.756627e-07	-4.495039e+01	-1.746620e-07	-4.495082e+01	-1.741685e-07	-4.495042e+01	-1.653138e-07	-4.493544e+01	-1.671778e-07	-4.494994e+01	-1.709535e-07	-4.495069e+01	-1.491516e-07	-4.494947e+01	-1.659380e-07	-4.494960e+01	-1.615475e-07	-4.495105e+01	-1.570596e-07	
-4.994426e+01	-1.741213e-07	-4.994257e+01	-1.594587e-07	-4.994338e+01	-1.671431e-07	-4.994167e+01	-1.522683e-07	-4.994304e+01	-1.451828e-07	-4.994363e+01	-1.739033e-07	-4.994318e+01	-1.698562e-07	-4.994127e+01	-1.606978e-07	-4.994204e+01	-1.653076e-07	-4.994266e+01	-1.611548e-07	
-5.493699e+01	-1.639607e-07	-5.493705e+01	-1.688922e-07	-5.493755e+01	-1.591542e-07	-5.493571e+01	-1.648987e-07	-5.493604e+01	-1.735276e-07	-5.493643e+01	-1.618724e-07	-5.492093e+01	-1.691998e-07	-5.493558e+01	-1.645958e-07	-5.493623e+01	-1.697363e-07	-5.493526e+01	-1.626667e-07	
-5.992791e+01	-1.742706e-07	-5.991427e+01	-1.710691e-07	-5.992890e+01	-1.864048e-07	-5.992801e+01	-1.566325e-07	-5.992769e+01	-1.796161e-07	-5.992696e+01	-1.771205e-07	-5.991294e+01	-1.532545e-07	-5.992743e+01	-1.765461e-07	-5.992778e+01	-1.693400e-07	-5.992789e+01	-1.729421e-07	
-6.493864e+01	-2.662487e-07	-6.492385e+01	-2.670946e-07	-6.493909e+01	-2.780727e-07	-6.493851e+01	-2.687554e-07	-6.493771e+01	-2.657390e-07	-6.493885e+01	-2.816391e-07	-6.492329e+01	-2.597535e-07	-6.493803e+01	-2.580020e-07	-6.493909e+01	-2.658370e-07	-6.493887e+01	-2.660869e-07	
-6.993311e+01	-6.742370e-07	-6.991862e+01	-6.798599e-07	-6.992200e+01	-8.627173e-07	-6.992181e+01	-8.654882e-07	-6.991914e+01	-8.548598e-07	-6.992246e+01	-8.726351e-07	-6.992007e+01	-8.998465e-07	-6.992068e+01	-9.051249e-07	-6.991937e+01	-8.963110e-07	-6.992185e+01	-9.006540e-07	
